Spectral gain,, Spectral noise,, Inverted population,,Forward Pump power,,Backward Pump Power,,Lowest signal gain,,Forward ASE,,Backwards ASE
Wavelength (nm), Gain (dB), Wavelength (nm), Noise (dB),Position (cm), Inverted Population (%), Position (cm), Power (mW), Position(cm), Power (mW),Position (cm), Gain (dB),Position (cm), Forwards ASE sum (mW), Position(cm), Backwards ASE sum (mW)
1563,3.0706110607940102,1536.5,1.8221805146346541,0.06606606606606606,58.25733237470826,0.06606606606606606,98.02832645031577,0.06606606606606606,0,0.06606606606606606,0.149207117240995,0.06606606606606606,0.000049819510801626,0.06606606606606606,0.0017119380040614928
1564,3.0155356651293403,1537,1.7810818805605781,0.06806806806806806,58.235417848253,0.06806806806806806,97.96865120570904,0.06806806806806806,0,0.06806806806806806,0.15360874081797948,0.06806806806806806,0.00005134394127340527,0.06806806806806806,0.0017088039122197549
,,1537.5,1.7752396537005666,0.07007007007007006,58.21352704232699,0.07007007007007006,97.90898103863819,0.07007007007007006,0,0.07007007007007006,0.15800340550530953,0.07007007007007006,0.000052869214256365774,0.07007007007007006,0.001705675454008486
,,1538.0000000000002,1.7709898438288145,0.07207207207207206,58.19165994148006,0.07207207207207206,97.84931601790883,0.07207207207207206,0,0.07207207207207206,0.16239111883861815,0.07207207207207206,0.000054395327608414406,0.07207207207207206,0.0017025526136866256
,,1538.5,1.7343905809521285,0.07407407407407407,58.16981653019854,0.07407407407407407,97.7896562121958,0.07407407407407407,0,0.07407407407407407,0.16677188834860399,0.07407407407407407,0.000055922279187983425,0.07407407407407407,0.0016994353755627422
,,1539,1.732950666585871,0.07607607607607607,58.14799679290599,0.07607607607607607,97.73000169004303,0.07607607607607607,0,0.07607607607607607,0.17114572156101351,0.07607607607607607,0.000057450066854041495,0.07607607607607607,0.0016963237239948632
,,1539.5,1.7326875040289589,0.07807807807807808,58.126200713963605,0.07807807807807808,97.67035251986361,0.07807807807807808,0,0.07807807807807808,0.17551262599662346,0.07807807807807808,0.0000589786884661048,0.07807807807807808,0.0016932176433902984
,,1540,1.706030599777824,0.08008008008008008,58.1044282776704,0.08008008008008008,97.61070876993975,0.08008008008008008,0,0.08008008008008008,0.179872609171218,0.08008008008008008,0.00006050814188424797,0.08008008008008008,0.001690117118205471
,,1540.5000000000002,1.7077393768279236,0.08208208208208208,58.08267946826399,0.08208208208208208,97.55107050842271,0.08208208208208208,0,0.08208208208208208,0.18422567859557218,0.08208208208208208,0.00006203842496911513,0.08208208208208208,0.0016870221329457471
,,1541.0000000000002,1.7102635226989857,0.08408408408408408,58.06095426992069,0.08408408408408408,97.49143780333277,0.08408408408408408,0,0.08408408408408408,0.18857184177542885,0.08408408408408408,0.00006356953558193073,0.08408408408408408,0.0016839326721652607
,,1541.5,1.6782697538489817,0.08608608608608607,58.03925266675613,0.08608608608608607,97.43181072255928,0.08608608608608607,0,0.08608608608608607,0.19291110621148355,0.08608608608608607,0.00006510147158451037,0.08608608608608607,0.0016808487204667498
,,1542,1.6820281382049442,0.08808808808808809,58.01757464282569,0.08808808808808809,97.37218933386049,0.08808808808808809,0,0.08808808808808809,0.19724347939936063,0.08808808808808809,0.00006663423083927167,0.08808808808808809,0.0016777702625013862
,,1542.5,1.6862794224604483,0.09009009009009009,57.99592018212478,0.09009009009009009,97.31257370486372,0.09009009009009009,0,0.09009009009009009,0.20156896882959965,0.09009009009009009,0.00006816781120924511,0.09009009009009009,0.0016746972829685956
,,1543,1.6573990501083529,0.09209209209209208,57.974289268589345,0.09209209209209208,97.2529639030652,0.09209209209209208,0,0.09209209209209208,0.2058875819876314,0.09209209209209208,0.00006970221055808448,0.09209209209209208,0.0016716297666159088
,,1543.5000000000002,1.6622529358652796,0.09409409409409408,57.952681886096315,0.09409409409409408,97.19335999583002,0.09409409409409408,0,0.09409409409409408,0.21019932635376046,0.09409409409409408,0.00007123742675007803,0.09409409409409408,0.0016685676982387797
,,1544,1.667315300909746,0.0960960960960961,57.931098018463906,0.0960960960960961,97.13376205039229,0.0960960960960961,0,0.0960960960960961,0.2145042094031509,0.0960960960960961,0.00007277345765015868,0.0960960960960961,0.0016655110626804222
,,1544.5,1.64176595968351,0.0980980980980981,57.90953764945218,0.0980980980980981,97.0741701338549,0.0980980980980981,0,0.0980980980980981,0.2188022386058007,0.0980980980980981,0.0000743103011239148,0.0980980980980981,0.0016624598448316459
,,1545,1.6468951082648262,0.10010010010010009,57.88800076276336,0.10010010010010009,97.01458431318969,0.10010010010010009,0,0.10010010010010009,0.22309342142653,0.10010010010010009,0.00007584795503760071,0.10010010010010009,0.0016594140296306878
,,1545.5,1.6519856969572122,0.1021021021021021,57.866487342042284,0.1021021021021021,96.95500465523727,0.1021021021021021,0,0.1021021021021021,0.22737776532495593,0.1021021021021021,0.00007738641725814729,0.1021021021021021,0.0016563736020630525
,,1546,1.6282378738251264,0.10410410410410412,57.84499737087674,0.10410410410410412,96.8954312267072,0.10410410410410412,0,0.10410410410410412,0.23165527775548367,0.10410410410410412,0.00007892568565317247,0.10410410410410412,0.001653338547161339
,,1546.5000000000002,1.6329448640103008,0.1061061061061061,57.823530832798035,0.1061061061061061,96.83586409417777,0.1061061061061061,0,0.1061061061061061,0.23592596616727757,0.1061061061061061,0.00008046575809099139,0.1061061061061061,0.0016503088500050835
,,1547,1.6374002283600988,0.10810810810810811,57.80208771128119,0.10810810810810811,96.77630332409612,0.10810810810810811,0,0.10810810810810811,0.24018983800425067,0.10810810810810811,0.00008200663244062694,0.10810810810810811,0.0016472844957205967
,,1547.5,1.6169294778522083,0.11011011011011011,57.780667989745545,0.11011011011011011,96.7167489827782,0.11011011011011011,0,0.11011011011011011,0.2444469007050487,0.11011011011011011,0.00008354830657182018,0.11011011011011011,0.0016442654694807956
,,1548,1.6206364340483965,0.11211211211211213,57.759271651555025,0.11211211211211213,96.65720113640873,0.11211211211211213,0,0.11211211211211213,0.24869716170302392,0.11211211211211213,0.00008509077835504062,0.11211211211211213,0.0016412517565050468
,,1548.5,1.6239175947593667,0.11411411411411411,57.737898680018624,0.11411411411411411,96.59765985104126,0.11411411411411411,0,0.11411411411411411,0.2529406284262251,0.11411411411411411,0.0000866340456614964,0.11411411411411411,0.0016382433420590052
,,1549.0000000000002,1.6014734839822808,0.11611611611611612,57.7165490583907,0.11611611611611612,96.53812519259805,0.11611611611611612,0,0.11611611611611612,0.2571773082973778,0.11611611611611612,0.00008817810636314437,0.11611611611611612,0.0016352402114544432
,,1549.5000000000002,1.6037111694208581,0.11811811811811813,57.6952227698716,0.11811811811811813,96.4785972268702,0.11811811811811813,0,0.11811811811811813,0.26140720873386736,0.11811811811811813,0.00008972295833270043,0.11811811811811813,0.0016322423500491094
,,1550,1.6053839492763566,0.12012012012012012,57.67391979760771,0.12012012012012012,96.41907601951755,0.12012012012012012,0,0.12012012012012012,0.26563033714771933,0.12012012012012012,0.00009126859944364978,0.12012012012012012,0.0016292497432465484
,,1550.5,1.5904132659624641,0.12212212212212212,57.65264012469222,0.12212212212212212,96.35956163606869,0.12212212212212212,0,0.12212212212212212,0.26984670094558677,0.12212212212212212,0.00009281502757025664,0.12212212212212212,0.0016262623764959558
,,1551,1.5908361095350108,0.12412412412412413,57.631383734165304,0.12412412412412413,96.300054141921,0.12412412412412413,0,0.12412412412412413,0.274056307528732,0.12412412412412413,0.00009436224058757446,0.12412412412412413,0.0016232802352920148
,,1551.5,1.5905931809157434,0.12612612612612614,57.610150609014454,0.12612612612612614,96.2405536023406,0.12612612612612614,0,0.12612612612612614,0.2782591642930078,0.12612612612612614,0.00009591023637145605,0.12612612612612614,0.0016203033051747364
,,1552.0000000000002,1.5710279457065381,0.12812812812812813,57.58894073217509,0.12812812812812813,96.18106008246238,0.12812812812812813,0,0.12812812812812813,0.2824552786288419,0.12812812812812813,0.00009745901279856325,0.12812812812812813,0.0016173315717293057
,,1552.5,1.5693915494285842,0.13013013013013014,57.567754086530854,0.13013013013013014,96.12157364728999,0.13013013013013014,0,0.13013013013013014,0.2866446579212222,0.13013013013013014,0.00009900856774637713,0.13013013013013014,0.0016143650205859249
,,1553,1.567025721471878,0.13213213213213215,57.54659065491392,0.13213213213213215,96.06209436169584,0.13213213213213215,0,0.13213213213213215,0.290827309549678,0.13213213213213215,0.00010055889909320773,0.13213213213213215,0.0016114036374196524
,,1553.5,1.5500687624464589,0.13413413413413414,57.52545042010546,0.13413413413413414,96.00262229042113,0.13413413413413414,0,0.13413413413413414,0.295003240888266,0.13413413413413414,0.00010211000471820366,0.13413413413413414,0.0016084474079502509
,,1554,1.5462366118605222,0.13613613613613615,57.504333364835986,0.13613613613613615,95.9431574980758,0.13613613613613615,0,0.13613613613613615,0.29917245930555153,0.13613613613613615,0.00010366188250136224,0.13613613613613615,0.0016054963179420356
,,1554.5,1.541647854432207,0.13813813813813813,57.48323947178585,0.13813813813813813,95.88370004913861,0.13813813813813813,0,0.13813813813813813,0.3033349721645954,0.13813813813813813,0.00010521453032353898,0.13813813813813813,0.0016025503532037118
,,1555.0000000000002,1.5233788378280986,0.14014014014014015,57.462168723585506,0.14014014014014015,95.82425000795706,0.14014014014014015,0,0.14014014014014015,0.3074907868229364,0.14014014014014015,0.00010676794606645744,0.14014014014014015,0.0015996094995882283
,,1555.5,1.5173206388061198,0.14214214214214213,57.4411211028159,0.14214214214214213,95.76480743874751,0.14214214214214213,0,0.14214214214214213,0.3116399106325771,0.14214214214214213,0.00010832212761271878,0.14214214214214213,0.0015966737429926197
,,1556,1.510513829471115,0.14414414414414414,57.420096592008896,0.14414414414414414,95.70537240559503,0.14414414414414414,0,0.14414414414414414,0.315782350939965,0.14414414414414414,0.00010987707284581145,0.14414414414414414,0.0015937430693578536
,,1556.5,1.49337664249808,0.14614614614614616,57.39909517364768,0.14614614614614616,95.64594497245359,0.14614614614614616,0,0.14614614614614616,0.31991811508598056,0.14614614614614616,0.00011143277965012056,0.14614614614614616,0.0015908174646686794
,,1557,1.4851501921447912,0.14814814814814814,57.37811683016702,0.14814814814814814,95.58652520314595,0.14814814814814814,0,0.14814814814814814,0.32404721040591916,0.14814814814814814,0.00011298924591093758,0.14814814814814814,0.0015878969149534814
,,1557.5000000000002,1.4762111206293786,0.15015015015015015,57.35716154395383,0.15015015015015015,95.52711316136373,0.15015015015015015,0,0.15015015015015015,0.32816964422948014,0.15015015015015015,0.00011454646951446998,0.15015015015015015,0.0015849814062841169
,,1558.0000000000002,1.4597324578391695,0.15215215215215216,57.33622929734732,0.15215215215215216,95.46770891066735,0.15215215215215216,0,0.15215215215215216,0.33228542388074445,0.15215215215215216,0.00011610444834785029,0.15215215215215216,0.0015820709247757764
,,1558.5,1.4494714991430029,0.15415415415415418,57.31532007263961,0.15415415415415418,95.40831251448618,0.15415415415415418,0,0.15415415415415418,0.3363945566781673,0.15415415415415418,0.0001176631802991457,0.15415415415415418,0.001579165456586824
,,1559,1.4385617340115084,0.15615615615615616,57.29443385207586,0.15615615615615616,95.34892403611842,0.15615615615615616,0,0.15615615615615616,0.3404970499345582,0.15615615615615616,0.0001192226632573674,0.15615615615615616,0.001576264987918658
,,1559.5,1.4229609672122965,0.15815815815815815,57.27357061785479,0.15815815815815815,95.28954353873117,0.15815815815815815,0,0.15815815815815815,0.3445929109570684,0.15815815815815815,0.00012078289511247998,0.15815815815815815,0.0015733695050155533
,,1560,1.410865793652727,0.16016016016016016,57.25273035212915,0.16016016016016016,95.23017108536045,0.16016016016016016,0,0.16016016016016016,0.3486821470471735,0.16016016016016016,0.00012234387375541065,0.16016016016016016,0.0015704789941645156
,,1560.5000000000002,1.3982046566174087,0.16216216216216217,57.23191303700573,0.16216216216216217,95.17080673891128,0.16216216216216217,0,0.16216216216216217,0.35276476550066427,0.16216216216216217,0.00012390559707805825,0.16216216216216217,0.0015675934416951398
,,1561,1.386438641276655,0.16416416416416416,57.21111865454616,0.16416416416416416,95.11145056215754,0.16416416416416416,0,0.16416416416416416,0.356840773607628,0.16416416416416416,0.00012546806297330284,0.16416416416416416,0.0015647128339794521
,,1561.5,1.3727283191527042,0.16616616616616617,57.19034718676694,0.16616616616616617,95.05210261774218,0.16616616616616617,0,0.16616616616616617,0.3609101786524329,0.16616616616616617,0.00012703126933501444,0.16616616616616617,0.0015618371574317692
,,1562,1.3585513949125443,0.16816816816816818,57.16959861563999,0.16816816816816818,94.9927629681771,0.16816816816816818,0,0.16816816816816818,0.36497298791372046,0.16816816816816818,0.00012859521405806263,0.16816816816816818,0.00155896639850855
,,1562.5,1.3496385145284777,0.17017017017017017,57.148872923092945,0.17017017017017017,94.93343167584325,0.17017017017017017,0,0.17017017017017017,0.36902920866438405,0.17017017017017017,0.00013015989503832484,0.17017017017017017,0.0015561005437082565
,,1563,1.3345720640706713,0.17217217217217218,57.12817009100951,0.17217217217217218,94.87410880299063,0.17217217217217218,0,0.17217217217217218,0.3730788481715577,0.17217217217217218,0.00013172531017269646,0.17217217217217218,0.0015532395795711967
,,1563.5000000000002,1.3191487433934135,0.1741741741741742,57.10749010122983,0.1741741741741742,94.81479441173832,0.1741741741741742,0,0.1741741741741742,0.3771219136966056,0.1741741741741742,0.0001332914573590988,0.1741741741741742,0.0015503834926793904
,,1564,1.3075517550267541,0.1761761761761762,57.08683293555095,0.1761761761761762,94.7554885640745,0.1761761761761762,0,0.1761761761761762,0.3811584124951007,0.1761761761761762,0.0001348583344964886,0.1761761761761762,0.0015475322696564184
,,1564.5,1.331470370606377,0.1781781781781782,57.066198575726936,0.1781781781781782,94.69619132185647,0.1781781781781782,0,0.1781781781781782,0.3851883518168203,0.1781781781781782,0.00013642593948486663,0.1781781781781782,0.0015446858971672865
,,1565,1.31516850508966,0.18018018018018017,57.04558700346945,0.18018018018018017,94.63690274681073,0.18018018018018017,0,0.18018018018018017,0.38921173890572563,0.18018018018018017,0.0001379942702252869,0.18018018018018017,0.0015418443619182704
,,1565.5,1.304383983735216,0.18218218218218218,57.024998200447996,0.18218218218218218,94.57762290053296,0.18218218218218218,0,0.18218218218218218,0.39322858099995167,0.18218218218218218,0.0001395633246198653,0.18218218218218218,0.0015390076506567865
,,1566.0000000000002,1.2875362734377078,0.18418418418418417,57.00443214829034,0.18418418418418417,94.51835184448802,0.18418418418418417,0,0.18418418418418417,0.3972388853317925,0.18418418418418417,0.0001411331005717881,0.18418418418418417,0.0015361757501712381
,,1566.5000000000002,1.2705134711766934,0.18618618618618618,56.9838888285828,0.18618618618618618,94.45908964001009,0.18618618618618618,0,0.18618618618618618,0.40124265912768897,0.18618618618618618,0.00014270359598532134,0.18618618618618618,0.001533348647290886
,,1567,1.2667974712538181,0.1881881881881882,56.96336822287057,0.1881881881881882,94.39983634830261,0.1881881881881882,0,0.1881881881881882,0.40523990960821443,0.1881881881881882,0.0001442748087658186,0.1881881881881882,0.0015305263288856949
,,1567.5,1.2493624494446829,0.1901901901901902,56.942870312658165,0.1901901901901902,94.34059203043832,0.1901901901901902,0,0.1901901901901902,0.4092306439880654,0.1901901901901902,0.00014584673681973068,0.1901901901901902,0.001527708781866202
,,1568,1.2318728763573168,0.1921921921921922,56.922395079409746,0.1921921921921922,94.28135674735934,0.1921921921921922,0,0.1921921921921922,0.41321486947604186,0.1921921921921922,0.0001474193780546135,0.1921921921921922,0.001524895993183373
,,1568.5,1.2212072274791177,0.1941941941941942,56.90194250454937,0.1941941941941942,94.22213055987719,0.1941941941941942,0,0.1941941941941942,0.4171925932750425,0.1941941941941942,0.00014899273037913713,0.1941941941941942,0.0015220879498284645
,,1569.0000000000002,1.2036305350554921,0.1961961961961962,56.88151256946145,0.1961961961961962,94.16291352867282,0.1961961961961962,0,0.1961961961961962,0.42116382258204627,0.1961961961961962,0.0001505667917030935,0.1961961961961962,0.001519284638832883
,,1569.5,1.1861147755590715,0.19819819819819817,56.86110525549102,0.19819819819819817,94.10370571429662,0.19819819819819817,0,0.19819819819819817,0.42512856458810133,0.19819819819819817,0.00015214155993740618,0.19819819819819817,0.0015164860472680491
,,,,0.20020020020020018,56.84072054394414,0.20020020020020018,94.04450717716853,0.20020020020020018,0,0.20020020020020018,0.4290868264783151,0.20020020020020018,0.0001537170329941378,0.20020020020020018,0.0015136921622452546
,,,,0.2022022022022022,56.82035841608816,0.2022022022022022,93.985317977578,0.2022022022022022,0,0.2022022022022022,0.4330386154318389,0.2022022022022022,0.00015529320878649886,0.2022022022022022,0.0015109029709155352
,,,,0.20420420420420418,56.80001885315218,0.20420420420420418,93.92613817568412,0.20420420420420418,0,0.20420420420420418,0.43698393862185775,0.20420420420420418,0.000156870085228856,0.20420420420420418,0.001508118460469517
,,,,0.2062062062062062,56.779701836327185,0.2062062062062062,93.86696783151554,0.2062062062062062,0,0.2062062062062062,0.44092280321557575,0.2062062062062062,0.00015844766023674053,0.2062062062062062,0.0015053386181373008
,,,,0.20820820820820818,56.7594073467666,0.20820820820820818,93.80780700497063,0.20820820820820818,0,0.20820820820820818,0.4448552163742073,0.20820820820820818,0.00016002593172685645,0.20820820820820818,0.0015025634311883074
,,,,0.21021021021021016,56.7391353655865,0.21021021021021016,93.74865575581748,0.21021021021021016,0,0.21021021021021016,0.4487811852529642,0.21021021021021016,0.0001616048976170888,0.21021021021021016,0.0014997928869311535
,,,,0.2122122122122122,56.71888587386595,0.2122122122122122,93.68951414369391,0.2122122122122122,0,0.2122122122122122,0.4527007170010423,0.2122122122122122,0.00016318455582651202,0.2122122122122122,0.001497026972713513
,,,,0.2142142142142142,56.698658852647405,0.2142142142142142,93.6303822281076,0.2142142142142142,0,0.2142142142142142,0.4566138187616106,0.2142142142142142,0.00016476490427539805,0.2142142142142142,0.0014942656759219816
,,,,0.21621621621621617,56.678454282937,0.21621621621621617,93.57126006843603,0.21621621621621617,0,0.21621621621621617,0.46052049767180125,0.21621621621621617,0.0001663459408852244,0.21621621621621617,0.0014915089839819446
,,,,0.2182182182182182,56.65827214570478,0.2182182182182182,93.51214772392663,0.2182182182182182,0,0.2182182182182182,0.4644207608626972,0.2182182182182182,0.00016792766357868195,0.2182182182182182,0.0014887568843574442
,,,,0.2202202202202202,56.63811242188522,0.2202202202202202,93.45304525369674,0.2202202202202202,0,0.2202202202202202,0.4683146154593207,0.2202202202202202,0.00016951007027968381,0.2202202202202202,0.0014860093645510458
,,,,0.2222222222222222,56.61797509237738,0.2222222222222222,93.39395271673374,0.2222222222222222,0,0.2222222222222222,0.4722020685806192,0.2222222222222222,0.00017109315891337238,0.2222222222222222,0.0014832664121036993
,,,,0.22422422422422422,56.59786013804538,0.22422422422422422,93.334870171895,0.22422422422422422,0,0.22422422422422422,0.4760831273394606,0.22422422422422422,0.00017267692740612864,0.22422422422422422,0.001480528014594621
