Labels	EY1_2 lifetime	
2.648E007	3.136E+3	
2.656E007	3.220E+3	
2.664E007	3.088E+3	
2.672E007	3.193E+3	
2.68E07	3.058E+3	
2.688E007	3.047E+3	
2.696E007	3.179E+3	
2.704E007	3.082E+3	
2.712E007	3.048E+3	
2.72E07	3.088E+3	
2.728E007	3.068E+3	
2.736E007	3.166E+3	
2.744E007	3.111E+3	
2.752E007	3.194E+3	
2.76E07	3.063E+3	
2.768E007	3.226E+3	
2.776E007	3.110E+3	
2.784E007	3.106E+3	
2.792E007	3.123E+3	
2.8E07	3.106E+3	
2.808E007	3.142E+3	
2.816E007	3.154E+3	
2.824E007	3.042E+3	
2.832E007	3.159E+3	
2.84E07	3.182E+3	
2.848E007	2.979E+3	
2.856E007	3.056E+3	
2.864E007	3.083E+3	
2.872E007	3.116E+3	
2.88E07	2.993E+3	
2.888E007	3.044E+3	
2.896E007	3.052E+3	
2.904E007	3.100E+3	
2.912E007	3.046E+3	
2.92E07	2.997E+3	
2.928E007	3.168E+3	
2.936E007	3.014E+3	
2.944E007	3.036E+3	
2.952E007	3.085E+3	
2.96E07	3.053E+3	
2.968E007	3.219E+3	
2.976E007	3.050E+3	
2.984E007	3.075E+3	
2.992E007	2.989E+3	
3E07	3.165E+3	
3.008E007	3.084E+3	
3.016E007	3.075E+3	
3.024E007	3.038E+3	
3.032E007	3.090E+3	
3.04E07	3.099E+3	
3.048E007	3.046E+3	
3.056E007	3.054E+3	
3.064E007	2.999E+3	
3.072E007	3.089E+3	
3.08E07	3.233E+3	
3.088E007	3.085E+3	
3.096E007	3.092E+3	
3.104E007	3.010E+3	
3.112E007	3.105E+3	
3.12E07	3.049E+3	
3.128E007	3.021E+3	
3.136E007	3.007E+3	
3.144E007	3.112E+3	
3.152E007	3.045E+3	
3.16E07	3.003E+3	
3.168E007	2.980E+3	
3.176E007	3.077E+3	
3.184E007	3.047E+3	
3.192E007	2.955E+3	
3.2E07	3.064E+3	
3.208E007	3.073E+3	
3.216E007	3.055E+3	
3.224E007	3.070E+3	
3.232E007	3.105E+3	
3.24E07	3.028E+3	
3.248E007	3.049E+3	
3.256E007	3.033E+3	
3.264E007	2.966E+3	
3.272E007	3.053E+3	
3.28E07	3.042E+3	
3.288E007	2.996E+3	
3.296E007	3.042E+3	
3.304E007	3.024E+3	
3.312E007	3.125E+3	
3.32E07	3.035E+3	
3.328E007	2.888E+3	
3.336E007	3.084E+3	
3.344E007	2.976E+3	
3.352E007	3.043E+3	
3.36E07	2.998E+3	
3.368E007	3.005E+3	
3.376E007	3.036E+3	
3.384E007	3.043E+3	
3.392E007	3.112E+3	
3.4E07	3.062E+3	
3.408E007	3.031E+3	
3.416E007	3.010E+3	
3.424E007	3.019E+3	
3.432E007	2.993E+3	
3.44E07	3.023E+3	
3.448E007	3.017E+3	
3.456E007	2.996E+3	
3.464E007	2.991E+3	
3.472E007	3.019E+3	
3.48E07	3.037E+3	
3.488E007	3.106E+3	
3.496E007	3.071E+3	
3.504E007	2.955E+3	
3.512E007	3.018E+3	
3.52E07	2.997E+3	
3.528E007	3.050E+3	
3.536E007	2.959E+3	
3.544E007	3.102E+3	
3.552E007	3.183E+3	
3.56E07	3.026E+3	
3.568E007	3.002E+3	
3.576E007	3.110E+3	
3.584E007	3.018E+3	
3.592E007	2.978E+3	
3.6E07	3.077E+3	
3.608E007	3.146E+3	
3.616E007	3.008E+3	
3.624E007	3.010E+3	
3.632E007	2.986E+3	
3.64E07	3.088E+3	
3.648E007	2.986E+3	
3.656E007	2.971E+3	
3.664E007	3.028E+3	
3.672E007	3.014E+3	
3.68E07	2.998E+3	
3.688E007	3.051E+3	
3.696E007	2.964E+3	
3.704E007	3.112E+3	
3.712E007	3.054E+3	
3.72E07	3.026E+3	
3.728E007	2.982E+3	
3.736E007	2.976E+3	
3.744E007	3.013E+3	
3.752E007	3.024E+3	
3.76E07	3.105E+3	
3.768E007	3.041E+3	
3.776E007	3.004E+3	
3.784E007	3.035E+3	
3.792E007	3.113E+3	
3.8E07	3.028E+3	
3.808E007	3.025E+3	
3.816E007	3.004E+3	
3.824E007	3.033E+3	
3.832E007	3.104E+3	
3.84E07	3.034E+3	
3.848E007	2.954E+3	
3.856E007	2.989E+3	
3.864E007	2.995E+3	
3.872E007	3.011E+3	
3.88E07	3.041E+3	
3.888E007	3.031E+3	
3.896E007	3.038E+3	
3.904E007	3.081E+3	
3.912E007	3.048E+3	
3.92E07	3.083E+3	
3.928E007	2.975E+3	
3.936E007	3.000E+3	
3.944E007	3.015E+3	
3.952E007	3.002E+3	
3.96E07	2.921E+3	
3.968E007	2.920E+3	
3.976E007	2.978E+3	
3.984E007	2.932E+3	
3.992E007	3.024E+3	
4E07	3.027E+3	
4.008E007	3.042E+3	
4.016E007	3.031E+3	
4.024E007	2.990E+3	
4.032E007	3.022E+3	
4.04E07	2.926E+3	
4.048E007	2.922E+3	
4.056E007	2.912E+3	
4.064E007	2.913E+3	
4.072E007	3.021E+3	
4.08E07	3.087E+3	
4.088E007	3.043E+3	
4.096E007	2.949E+3	
4.104E007	2.958E+3	
4.112E007	2.963E+3	
4.12E07	2.982E+3	
4.128E007	2.945E+3	
4.136E007	2.928E+3	
4.144E007	2.995E+3	
4.152E007	2.945E+3	
4.16E07	2.900E+3	
4.168E007	2.956E+3	
4.176E007	3.093E+3	
4.184E007	3.013E+3	
4.192E007	2.989E+3	
4.2E07	3.005E+3	
4.208E007	3.065E+3	
4.216E007	2.933E+3	
4.224E007	2.994E+3	
4.232E007	2.953E+3	
4.24E07	2.988E+3	
4.248E007	3.062E+3	
4.256E007	3.072E+3	
4.264E007	2.919E+3	
4.272E007	2.907E+3	
4.28E07	2.943E+3	
4.288E007	2.981E+3	
4.296E007	3.039E+3	
4.304E007	3.024E+3	
4.312E007	3.044E+3	
4.32E07	2.937E+3	
4.328E007	3.089E+3	
4.336E007	2.981E+3	
4.344E007	3.014E+3	
4.352E007	2.975E+3	
4.36E07	3.022E+3	
4.368E007	3.036E+3	
4.376E007	3.093E+3	
4.384E007	2.994E+3	
4.392E007	2.980E+3	
4.4E07	3.085E+3	
4.408E007	2.926E+3	
4.416E007	2.982E+3	
4.424E007	3.003E+3	
4.432E007	3.011E+3	
4.44E07	3.075E+3	
4.448E007	2.989E+3	
4.456E007	3.038E+3	
4.464E007	3.038E+3	
4.472E007	3.062E+3	
4.48E07	3.030E+3	
4.488E007	2.953E+3	
4.496E007	2.962E+3	
4.504E007	2.932E+3	
4.512E007	2.969E+3	
4.52E07	3.012E+3	
4.528E007	2.934E+3	
4.536E007	3.006E+3	
4.544E007	2.962E+3	
4.552E007	2.992E+3	
4.56E07	3.004E+3	
4.568E007	2.996E+3	
4.576E007	3.011E+3	
4.584E007	3.028E+3	
4.592E007	2.939E+3	
4.6E07	3.010E+3	
4.608E007	2.997E+3	
4.616E007	2.933E+3	
4.624E007	3.047E+3	
4.632E007	3.020E+3	
4.64E07	3.005E+3	
4.648E007	2.972E+3	
4.656E007	2.992E+3	
4.664E007	2.989E+3	
4.672E007	2.982E+3	
4.68E07	2.972E+3	
4.688E007	3.020E+3	
4.696E007	2.996E+3	
4.704E007	2.957E+3	
4.712E007	3.038E+3	
4.72E07	3.007E+3	
4.728E007	2.972E+3	
4.736E007	2.916E+3	
4.744E007	3.057E+3	
4.752E007	2.974E+3	
4.76E07	2.950E+3	
4.768E007	3.059E+3	
4.776E007	2.872E+3	
4.784E007	2.992E+3	
4.792E007	2.878E+3	
4.8E07	2.953E+3	
4.808E007	2.929E+3	
4.816E007	2.979E+3	
4.824E007	2.861E+3	
4.832E007	2.949E+3	
4.84E07	3.005E+3	
4.848E007	3.062E+3	
4.856E007	3.078E+3	
4.864E007	2.960E+3	
4.872E007	2.957E+3	
4.88E07	3.135E+3	
4.888E007	3.001E+3	
4.896E007	2.919E+3	
4.904E007	3.017E+3	
4.912E007	2.999E+3	
4.92E07	2.902E+3	
4.928E007	3.009E+3	
4.936E007	2.989E+3	
4.944E007	2.947E+3	
4.952E007	2.938E+3	
4.96E07	2.977E+3	
4.968E007	2.941E+3	
4.976E007	2.933E+3	
4.984E007	3.012E+3	
4.992E007	2.952E+3	
5E07	3.036E+3	
5.008E007	3.005E+3	
5.016E007	3.050E+3	
5.024E007	2.983E+3	
5.032E007	2.872E+3	
5.04E07	3.087E+3	
5.048E007	3.007E+3	
5.056E007	2.923E+3	
5.064E007	2.970E+3	
5.072E007	3.031E+3	
5.08E07	2.876E+3	
5.088E007	2.959E+3	
5.096E007	2.997E+3	
5.104E007	2.862E+3	
5.112E007	2.867E+3	
5.12E07	2.958E+3	
5.128E007	3.000E+3	
5.136E007	3.072E+3	
5.144E007	2.942E+3	
5.152E007	2.995E+3	
5.16E07	2.931E+3	
5.168E007	2.982E+3	
5.176E007	3.002E+3	
5.184E007	2.876E+3	
5.192E007	2.842E+3	
5.2E07	2.927E+3	
5.208E007	2.965E+3	
5.216E007	3.007E+3	
5.224E007	2.970E+3	
5.232E007	3.003E+3	
5.24E07	2.993E+3	
5.248E007	2.939E+3	
5.256E007	2.937E+3	
5.264E007	2.984E+3	
5.272E007	2.926E+3	
5.28E07	2.851E+3	
5.288E007	2.997E+3	
5.296E007	3.014E+3	
5.304E007	2.977E+3	
5.312E007	2.958E+3	
5.32E07	2.985E+3	
5.328E007	2.984E+3	
5.336E007	2.919E+3	
5.344E007	2.918E+3	
5.352E007	2.879E+3	
5.36E07	3.011E+3	
5.368E007	3.086E+3	
5.376E007	2.998E+3	
5.384E007	2.991E+3	
5.392E007	3.068E+3	
5.4E07	3.006E+3	
5.408E007	3.017E+3	
5.416E007	2.991E+3	
5.424E007	2.927E+3	
5.432E007	2.984E+3	
5.44E07	2.908E+3	
5.448E007	3.001E+3	
5.456E007	2.984E+3	
5.464E007	2.963E+3	
5.472E007	2.927E+3	
5.48E07	2.986E+3	
5.488E007	3.061E+3	
5.496E007	2.901E+3	
5.504E007	3.105E+3	
5.512E007	2.967E+3	
5.52E07	2.981E+3	
5.528E007	2.998E+3	
5.536E007	2.935E+3	
5.544E007	3.094E+3	
5.552E007	2.983E+3	
5.56E07	2.906E+3	
5.568E007	2.977E+3	
5.576E007	2.976E+3	
5.584E007	2.931E+3	
5.592E007	2.971E+3	
5.6E07	2.949E+3	
5.608E007	2.898E+3	
5.616E007	3.077E+3	
5.624E007	2.937E+3	
5.632E007	3.144E+3	
5.64E07	3.003E+3	
5.648E007	3.011E+3	
5.656E007	2.978E+3	
5.664E007	2.932E+3	
5.672E007	3.044E+3	
5.68E07	2.955E+3	
5.688E007	2.933E+3	
5.696E007	3.080E+3	
5.704E007	2.930E+3	
5.712E007	2.923E+3	
5.72E07	2.929E+3	
5.728E007	2.967E+3	
5.736E007	2.911E+3	
5.744E007	2.979E+3	
5.752E007	2.924E+3	
5.76E07	2.961E+3	
5.768E007	3.057E+3	
5.776E007	2.952E+3	
5.784E007	3.002E+3	
5.792E007	2.994E+3	
5.8E07	2.921E+3	
5.808E007	2.937E+3	
5.816E007	2.989E+3	
5.824E007	2.955E+3	
5.832E007	2.941E+3	
5.84E07	3.054E+3	
5.848E007	3.001E+3	
5.856E007	2.894E+3	
5.864E007	2.857E+3	
5.872E007	3.012E+3	
5.88E07	3.026E+3	
5.888E007	2.971E+3	
5.896E007	3.015E+3	
5.904E007	2.976E+3	
5.912E007	2.976E+3	
5.92E07	2.990E+3	
5.928E007	2.931E+3	
5.936E007	3.074E+3	
5.944E007	2.997E+3	
5.952E007	2.932E+3	
5.96E07	2.963E+3	
5.968E007	2.950E+3	
5.976E007	2.972E+3	
5.984E007	2.912E+3	
5.992E007	3.010E+3	
6E07	2.891E+3	
6.008E007	2.986E+3	
6.016E007	2.943E+3	
6.024E007	3.029E+3	
6.032E007	3.021E+3	
6.04E07	3.072E+3	
6.048E007	3.038E+3	
6.056E007	2.906E+3	
6.064E007	3.030E+3	
6.072E007	2.910E+3	
6.08E07	2.944E+3	
6.088E007	3.024E+3	
6.096E007	2.947E+3	
6.104E007	3.067E+3	
6.112E007	2.899E+3	
6.12E07	2.950E+3	
6.128E007	2.980E+3	
6.136E007	3.073E+3	
6.144E007	2.976E+3	
6.152E007	2.959E+3	
6.16E07	2.990E+3	
6.168E007	2.939E+3	
6.176E007	3.049E+3	
6.184E007	2.872E+3	
6.192E007	3.032E+3	
6.2E07	2.965E+3	
6.208E007	2.930E+3	
6.216E007	2.893E+3	
6.224E007	2.910E+3	
6.232E007	2.949E+3	
6.24E07	2.843E+3	
6.248E007	2.985E+3	
6.256E007	2.952E+3	
6.264E007	2.898E+3	
6.272E007	3.017E+3	
6.28E07	2.928E+3	
6.288E007	2.957E+3	
6.296E007	2.944E+3	
6.304E007	2.897E+3	
6.312E007	2.941E+3	
6.32E07	3.000E+3	
6.328E007	2.884E+3	
6.336E007	3.053E+3	
6.344E007	2.971E+3	
6.352E007	2.940E+3	
6.36E07	2.952E+3	
6.368E007	2.950E+3	
6.376E007	2.943E+3	
6.384E007	2.923E+3	
6.392E007	2.880E+3	
6.4E07	2.862E+3	
6.408E007	2.970E+3	
6.416E007	2.915E+3	
6.424E007	2.927E+3	
6.432E007	3.068E+3	
6.44E07	3.013E+3	
6.448E007	2.876E+3	
6.456E007	2.917E+3	
6.464E007	2.968E+3	
6.472E007	2.971E+3	
6.48E07	2.912E+3	
6.488E007	2.968E+3	
6.496E007	2.955E+3	
6.504E007	3.030E+3	
6.512E007	2.961E+3	
6.52E07	2.946E+3	
6.528E007	2.958E+3	
6.536E007	2.996E+3	
6.544E007	2.896E+3	
6.552E007	2.963E+3	
6.56E07	2.960E+3	
6.568E007	2.912E+3	
6.576E007	2.957E+3	
6.584E007	2.941E+3	
6.592E007	3.114E+3	
6.6E07	2.959E+3	
6.608E007	2.913E+3	
6.616E007	2.906E+3	
6.624E007	3.011E+3	
6.632E007	2.950E+3	
6.64E07	2.943E+3	
6.648E007	2.965E+3	
6.656E007	2.994E+3	
6.664E007	3.041E+3	
6.672E007	3.073E+3	
6.68E07	2.939E+3	
6.688E007	3.009E+3	
6.696E007	2.903E+3	
6.704E007	2.992E+3	
6.712E007	2.889E+3	
6.72E07	2.983E+3	
6.728E007	2.960E+3	
6.736E007	2.945E+3	
6.744E007	2.981E+3	
6.752E007	2.942E+3	
6.76E07	2.959E+3	
6.768E007	2.985E+3	
6.776E007	3.027E+3	
6.784E007	3.014E+3	
6.792E007	2.910E+3	
6.8E07	2.974E+3	
6.808E007	2.984E+3	
6.816E007	2.938E+3	
6.824E007	2.985E+3	
6.832E007	3.099E+3	
6.84E07	2.940E+3	
6.848E007	2.958E+3	
6.856E007	2.998E+3	
6.864E007	2.991E+3	
6.872E007	2.971E+3	
6.88E07	3.052E+3	
6.888E007	2.903E+3	
6.896E007	3.044E+3	
6.904E007	3.017E+3	
6.912E007	2.999E+3	
6.92E07	3.017E+3	
6.928E007	3.071E+3	
6.936E007	2.940E+3	
6.944E007	3.016E+3	
6.952E007	2.943E+3	
6.96E07	2.983E+3	
6.968E007	3.075E+3	
6.976E007	2.988E+3	
6.984E007	2.971E+3	
6.992E007	2.970E+3	
7E07	2.909E+3	
7.008E007	2.979E+3	
7.016E007	2.955E+3	
7.024E007	2.963E+3	
7.032E007	3.015E+3	
7.04E07	2.915E+3	
7.048E007	2.980E+3	
7.056E007	3.054E+3	
7.064E007	2.999E+3	
7.072E007	3.023E+3	
7.08E07	2.877E+3	
7.088E007	2.958E+3	
7.096E007	2.944E+3	
7.104E007	2.945E+3	
7.112E007	2.970E+3	
7.12E07	2.981E+3	
7.128E007	2.970E+3	
7.136E007	2.996E+3	
7.144E007	3.030E+3	
7.152E007	2.958E+3	
7.16E07	2.978E+3	
7.168E007	3.001E+3	
7.176E007	2.953E+3	
7.184E007	2.967E+3	
7.192E007	3.146E+3	
7.2E07	3.039E+3	
7.208E007	2.985E+3	
7.216E007	2.954E+3	
7.224E007	2.977E+3	
7.232E007	2.954E+3	
7.24E07	3.012E+3	
7.248E007	2.929E+3	
7.256E007	2.942E+3	
7.264E007	3.072E+3	
7.272E007	3.040E+3	
7.28E07	2.905E+3	
7.288E007	3.032E+3	
7.296E007	2.991E+3	
7.304E007	2.949E+3	
7.312E007	2.974E+3	
7.32E07	3.052E+3	
7.328E007	3.003E+3	
7.336E007	2.984E+3	
7.344E007	3.001E+3	
7.352E007	2.913E+3	
7.36E07	2.982E+3	
7.368E007	3.097E+3	
7.376E007	2.956E+3	
7.384E007	2.990E+3	
7.392E007	2.904E+3	
7.4E07	2.969E+3	
7.408E007	2.970E+3	
7.416E007	2.916E+3	
7.424E007	2.988E+3	
7.432E007	3.008E+3	
7.44E07	3.009E+3	
7.448E007	2.962E+3	
7.456E007	2.912E+3	
7.464E007	2.922E+3	
7.472E007	3.009E+3	
7.48E07	2.954E+3	
7.488E007	2.977E+3	
7.496E007	2.981E+3	
7.504E007	3.026E+3	
7.512E007	2.856E+3	
7.52E07	3.039E+3	
7.528E007	2.895E+3	
7.536E007	3.044E+3	
7.544E007	3.007E+3	
7.552E007	2.967E+3	
7.56E07	2.956E+3	
7.568E007	2.912E+3	
7.576E007	3.013E+3	
7.584E007	2.976E+3	
7.592E007	3.033E+3	
7.6E07	2.929E+3	
7.608E007	2.830E+3	
7.616E007	3.069E+3	
7.624E007	2.945E+3	
7.632E007	2.955E+3	
7.64E07	3.071E+3	
7.648E007	3.026E+3	
7.656E007	3.015E+3	
7.664E007	2.930E+3	
7.672E007	2.983E+3	
7.68E07	2.943E+3	
7.688E007	2.974E+3	
7.696E007	3.063E+3	
7.704E007	2.949E+3	
7.712E007	2.948E+3	
7.72E07	2.957E+3	
7.728E007	2.998E+3	
7.736E007	2.913E+3	
7.744E007	2.957E+3	
7.752E007	2.946E+3	
7.76E07	2.964E+3	
7.768E007	2.833E+3	
7.776E007	3.070E+3	
7.784E007	2.982E+3	
7.792E007	2.947E+3	
7.8E07	2.981E+3	
7.808E007	2.845E+3	
7.816E007	3.011E+3	
7.824E007	3.000E+3	
7.832E007	2.921E+3	
7.84E07	2.906E+3	
7.848E007	3.017E+3	
7.856E007	3.036E+3	
7.864E007	3.029E+3	
7.872E007	3.043E+3	
7.88E07	2.942E+3	
7.888E007	3.048E+3	
7.896E007	2.984E+3	
7.904E007	2.887E+3	
7.912E007	3.067E+3	
7.92E07	2.918E+3	
7.928E007	2.986E+3	
7.936E007	2.982E+3	
7.944E007	2.970E+3	
